instant,dteday,season,year,month,hours,holiday,one_of_week,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,category_days,humidity_category
11037,2012-04-10,Summer,2012,Apr,0,0,Tuesday,Misty,0.44,0.4394,47.0,0.2836,3,23,26,weekdays,Normal
11038,2012-04-10,Summer,2012,Apr,1,0,Tuesday,Clear,0.42,0.4242,50.0,0.2239,0,9,9,weekdays,Normal
11039,2012-04-10,Summer,2012,Apr,2,0,Tuesday,Clear,0.36,0.3485,71.0,0.1343,0,2,2,weekdays,Lembab
11040,2012-04-10,Summer,2012,Apr,3,0,Tuesday,Clear,0.36,0.3485,71.0,0.1343,0,2,2,weekdays,Lembab
11041,2012-04-10,Summer,2012,Apr,4,0,Tuesday,Clear,0.34,0.3333,71.0,0.1343,0,2,2,weekdays,Lembab
11042,2012-04-10,Summer,2012,Apr,5,0,Tuesday,Clear,0.34,0.3333,71.0,0.1343,0,24,24,weekdays,Lembab
11043,2012-04-10,Summer,2012,Apr,6,0,Tuesday,Clear,0.34,0.3485,71.0,0.1045,3,100,103,weekdays,Lembab
11044,2012-04-10,Summer,2012,Apr,7,0,Tuesday,Clear,0.34,0.3485,71.0,0.1045,16,368,384,weekdays,Lembab
11045,2012-04-10,Summer,2012,Apr,8,0,Tuesday,Clear,0.38,0.3939,62.0,0.1343,22,670,692,weekdays,Normal
11046,2012-04-10,Summer,2012,Apr,9,0,Tuesday,Clear,0.42,0.4242,67.0,0.194,16,303,319,weekdays,Lembab
11047,2012-04-10,Summer,2012,Apr,10,0,Tuesday,Clear,0.46,0.4545,47.0,0.1642,49,132,181,weekdays,Normal
11048,2012-04-10,Summer,2012,Apr,11,0,Tuesday,Clear,0.5,0.4848,36.0,0.0,78,161,239,weekdays,Kering
11049,2012-04-10,Summer,2012,Apr,12,0,Tuesday,Clear,0.54,0.5152,22.0,0.2836,75,184,259,weekdays,Kering
11050,2012-04-10,Summer,2012,Apr,13,0,Tuesday,Clear,0.52,0.5,23.0,0.1642,81,202,283,weekdays,Kering
11051,2012-04-10,Summer,2012,Apr,14,0,Tuesday,Clear,0.54,0.5152,24.0,0.194,75,149,224,weekdays,Kering
11052,2012-04-10,Summer,2012,Apr,15,0,Tuesday,Clear,0.56,0.5303,21.0,0.2985,46,157,203,weekdays,Kering
11053,2012-04-10,Summer,2012,Apr,16,0,Tuesday,Clear,0.58,0.5455,21.0,0.2537,66,296,362,weekdays,Kering
11054,2012-04-10,Summer,2012,Apr,17,0,Tuesday,Clear,0.56,0.5303,21.0,0.5224,88,656,744,weekdays,Kering
11055,2012-04-10,Summer,2012,Apr,18,0,Tuesday,Clear,0.54,0.5152,22.0,0.4179,78,626,704,weekdays,Kering
11056,2012-04-10,Summer,2012,Apr,19,0,Tuesday,Clear,0.52,0.5,20.0,0.3582,51,428,479,weekdays,Kering
11057,2012-04-10,Summer,2012,Apr,20,0,Tuesday,Clear,0.46,0.4545,28.000000000000004,0.3881,34,248,282,weekdays,Kering
11058,2012-04-10,Summer,2012,Apr,21,0,Tuesday,Clear,0.44,0.4394,30.0,0.4478,15,191,206,weekdays,Kering
11059,2012-04-10,Summer,2012,Apr,22,0,Tuesday,Clear,0.4,0.4091,37.0,0.4925,9,118,127,weekdays,Kering
11060,2012-04-10,Summer,2012,Apr,23,0,Tuesday,Clear,0.36,0.3333,40.0,0.4179,14,48,62,weekdays,Kering
11061,2012-04-11,Summer,2012,Apr,0,0,Wednesday,Clear,0.34,0.303,36.0,0.4179,8,22,30,weekdays,Kering
11062,2012-04-11,Summer,2012,Apr,1,0,Wednesday,Clear,0.34,0.3182,39.0,0.2836,3,9,12,weekdays,Kering
11063,2012-04-11,Summer,2012,Apr,2,0,Wednesday,Clear,0.32,0.303,45.0,0.2836,0,2,2,weekdays,Normal
11064,2012-04-11,Summer,2012,Apr,3,0,Wednesday,Clear,0.3,0.2879,49.0,0.2239,0,2,2,weekdays,Normal
11065,2012-04-11,Summer,2012,Apr,5,0,Wednesday,Clear,0.28,0.2727,56.00000000000001,0.194,1,26,27,weekdays,Normal
11066,2012-04-11,Summer,2012,Apr,6,0,Wednesday,Clear,0.28,0.2879,56.00000000000001,0.1045,3,103,106,weekdays,Normal
11067,2012-04-11,Summer,2012,Apr,7,0,Wednesday,Clear,0.28,0.2879,52.0,0.1343,18,303,321,weekdays,Normal
11068,2012-04-11,Summer,2012,Apr,8,0,Wednesday,Clear,0.3,0.2879,49.0,0.2239,14,581,595,weekdays,Normal
11069,2012-04-11,Summer,2012,Apr,9,0,Wednesday,Misty,0.32,0.303,49.0,0.2985,20,282,302,weekdays,Normal
11070,2012-04-11,Summer,2012,Apr,10,0,Wednesday,Misty,0.34,0.303,49.0,0.3284,26,127,153,weekdays,Normal
11071,2012-04-11,Summer,2012,Apr,11,0,Wednesday,Misty,0.38,0.3939,43.0,0.3284,38,142,180,weekdays,Kering
11072,2012-04-11,Summer,2012,Apr,12,0,Wednesday,Misty,0.36,0.3333,46.0,0.3881,35,147,182,weekdays,Normal
11073,2012-04-11,Summer,2012,Apr,13,0,Wednesday,Misty,0.4,0.4091,40.0,0.3582,16,147,163,weekdays,Kering
11074,2012-04-11,Summer,2012,Apr,14,0,Wednesday,Clear,0.36,0.3485,56.99999999999999,0.194,34,101,135,weekdays,Normal
11075,2012-04-11,Summer,2012,Apr,15,0,Wednesday,Light_rainsnow,0.38,0.3939,46.0,0.2239,50,152,202,weekdays,Normal
11076,2012-04-11,Summer,2012,Apr,16,0,Wednesday,Clear,0.44,0.4394,33.0,0.2985,51,256,307,weekdays,Kering
11077,2012-04-11,Summer,2012,Apr,17,0,Wednesday,Clear,0.42,0.4242,35.0,0.3881,52,527,579,weekdays,Kering
11078,2012-04-11,Summer,2012,Apr,18,0,Wednesday,Light_rainsnow,0.4,0.4091,43.0,0.4179,39,546,585,weekdays,Kering
11079,2012-04-11,Summer,2012,Apr,19,0,Wednesday,Clear,0.4,0.4091,40.0,0.3582,28,356,384,weekdays,Kering
11080,2012-04-11,Summer,2012,Apr,20,0,Wednesday,Clear,0.36,0.3333,46.0,0.3284,22,213,235,weekdays,Normal
11081,2012-04-11,Summer,2012,Apr,21,0,Wednesday,Clear,0.34,0.303,56.99999999999999,0.3881,11,154,165,weekdays,Normal
11082,2012-04-11,Summer,2012,Apr,22,0,Wednesday,Clear,0.34,0.303,56.99999999999999,0.3284,4,130,134,weekdays,Normal
11083,2012-04-11,Summer,2012,Apr,23,0,Wednesday,Clear,0.34,0.303,56.99999999999999,0.2985,9,52,61,weekdays,Normal
11084,2012-04-12,Summer,2012,Apr,0,0,Thursday,Clear,0.32,0.303,66.0,0.2836,1,22,23,weekdays,Lembab
11085,2012-04-12,Summer,2012,Apr,1,0,Thursday,Clear,0.32,0.303,66.0,0.2239,2,7,9,weekdays,Lembab
11086,2012-04-12,Summer,2012,Apr,2,0,Thursday,Clear,0.32,0.303,61.0,0.2836,0,4,4,weekdays,Normal
11087,2012-04-12,Summer,2012,Apr,3,0,Thursday,Clear,0.32,0.303,61.0,0.2537,2,3,5,weekdays,Normal
11088,2012-04-12,Summer,2012,Apr,4,0,Thursday,Clear,0.3,0.2879,61.0,0.2239,0,1,1,weekdays,Normal
11089,2012-04-12,Summer,2012,Apr,5,0,Thursday,Clear,0.3,0.2879,61.0,0.2239,0,21,21,weekdays,Normal
11090,2012-04-12,Summer,2012,Apr,6,0,Thursday,Clear,0.3,0.2879,65.0,0.2537,2,94,96,weekdays,Lembab
11091,2012-04-12,Summer,2012,Apr,7,0,Thursday,Clear,0.3,0.2727,65.0,0.3284,12,294,306,weekdays,Lembab
11092,2012-04-12,Summer,2012,Apr,8,0,Thursday,Clear,0.32,0.303,66.0,0.3284,20,604,624,weekdays,Lembab
11093,2012-04-12,Summer,2012,Apr,9,0,Thursday,Clear,0.36,0.3333,56.99999999999999,0.3582,16,271,287,weekdays,Normal
11094,2012-04-12,Summer,2012,Apr,10,0,Thursday,Clear,0.4,0.4091,50.0,0.2985,38,103,141,weekdays,Normal
11095,2012-04-12,Summer,2012,Apr,11,0,Thursday,Clear,0.42,0.4242,47.0,0.2985,50,174,224,weekdays,Normal
11096,2012-04-12,Summer,2012,Apr,12,0,Thursday,Clear,0.46,0.4545,41.0,0.4478,60,199,259,weekdays,Kering
11097,2012-04-12,Summer,2012,Apr,13,0,Thursday,Clear,0.48,0.4697,36.0,0.4478,55,148,203,weekdays,Kering
11098,2012-04-12,Summer,2012,Apr,14,0,Thursday,Clear,0.5,0.4848,31.0,0.3284,74,150,224,weekdays,Kering
11099,2012-04-12,Summer,2012,Apr,15,0,Thursday,Clear,0.48,0.4697,31.0,0.2537,42,169,211,weekdays,Kering
11100,2012-04-12,Summer,2012,Apr,16,0,Thursday,Clear,0.48,0.4697,31.0,0.2836,54,299,353,weekdays,Kering
11101,2012-04-12,Summer,2012,Apr,17,0,Thursday,Clear,0.5,0.4848,27.0,0.3881,60,596,656,weekdays,Kering
11102,2012-04-12,Summer,2012,Apr,18,0,Thursday,Clear,0.5,0.4848,27.0,0.3881,63,547,610,weekdays,Kering
11103,2012-04-12,Summer,2012,Apr,19,0,Thursday,Clear,0.46,0.4545,31.0,0.2985,50,383,433,weekdays,Kering
11104,2012-04-12,Summer,2012,Apr,20,0,Thursday,Clear,0.44,0.4394,33.0,0.2537,26,254,280,weekdays,Kering
11105,2012-04-12,Summer,2012,Apr,21,0,Thursday,Clear,0.42,0.4242,35.0,0.1343,13,174,187,weekdays,Kering
11106,2012-04-12,Summer,2012,Apr,22,0,Thursday,Clear,0.42,0.4242,35.0,0.194,15,143,158,weekdays,Kering
11107,2012-04-12,Summer,2012,Apr,23,0,Thursday,Clear,0.42,0.4242,35.0,0.194,8,86,94,weekdays,Kering
11108,2012-04-13,Summer,2012,Apr,0,0,Friday,Clear,0.4,0.4091,37.0,0.2537,14,41,55,weekdays,Kering
11109,2012-04-13,Summer,2012,Apr,1,0,Friday,Clear,0.36,0.3485,46.0,0.194,2,28,30,weekdays,Normal
11110,2012-04-13,Summer,2012,Apr,2,0,Friday,Clear,0.34,0.3333,49.0,0.194,6,5,11,weekdays,Normal
11111,2012-04-13,Summer,2012,Apr,3,0,Friday,Clear,0.34,0.3333,61.0,0.1642,3,8,11,weekdays,Normal
11112,2012-04-13,Summer,2012,Apr,4,0,Friday,Misty,0.34,0.3333,53.0,0.1343,1,4,5,weekdays,Normal
11113,2012-04-13,Summer,2012,Apr,5,0,Friday,Misty,0.34,0.3333,53.0,0.1642,2,19,21,weekdays,Normal
11114,2012-04-13,Summer,2012,Apr,6,0,Friday,Clear,0.32,0.3182,56.99999999999999,0.1642,0,84,84,weekdays,Normal
11115,2012-04-13,Summer,2012,Apr,7,0,Friday,Clear,0.34,0.3182,61.0,0.2239,13,283,296,weekdays,Normal
11116,2012-04-13,Summer,2012,Apr,8,0,Friday,Clear,0.38,0.3939,46.0,0.1642,24,539,563,weekdays,Normal
11117,2012-04-13,Summer,2012,Apr,9,0,Friday,Clear,0.42,0.4242,41.0,0.1642,36,294,330,weekdays,Kering
11118,2012-04-13,Summer,2012,Apr,10,0,Friday,Clear,0.44,0.4394,38.0,0.194,59,133,192,weekdays,Kering
11119,2012-04-13,Summer,2012,Apr,11,0,Friday,Clear,0.46,0.4545,36.0,0.1343,75,158,233,weekdays,Kering
11120,2012-04-13,Summer,2012,Apr,12,0,Friday,Clear,0.5,0.4848,31.0,0.0,104,218,322,weekdays,Kering
11121,2012-04-13,Summer,2012,Apr,13,0,Friday,Clear,0.52,0.5,27.0,0.2836,112,246,358,weekdays,Kering
11122,2012-04-13,Summer,2012,Apr,14,0,Friday,Clear,0.52,0.5,27.0,0.0,125,223,348,weekdays,Kering
11123,2012-04-13,Summer,2012,Apr,15,0,Friday,Clear,0.54,0.5152,28.000000000000004,0.2537,115,237,352,weekdays,Kering
11124,2012-04-13,Summer,2012,Apr,16,0,Friday,Clear,0.56,0.5303,26.0,0.2537,113,350,463,weekdays,Kering
11125,2012-04-13,Summer,2012,Apr,17,0,Friday,Clear,0.56,0.5303,24.0,0.1642,117,621,738,weekdays,Kering
11126,2012-04-13,Summer,2012,Apr,18,0,Friday,Clear,0.54,0.5152,26.0,0.1343,107,564,671,weekdays,Kering
11127,2012-04-13,Summer,2012,Apr,19,0,Friday,Clear,0.54,0.5152,24.0,0.1642,75,352,427,weekdays,Kering
11128,2012-04-13,Summer,2012,Apr,20,0,Friday,Clear,0.5,0.4848,28.999999999999996,0.1343,44,242,286,weekdays,Kering
11129,2012-04-13,Summer,2012,Apr,21,0,Friday,Clear,0.5,0.4848,36.0,0.0,36,153,189,weekdays,Kering
11130,2012-04-13,Summer,2012,Apr,22,0,Friday,Clear,0.44,0.4394,62.0,0.1045,34,181,215,weekdays,Normal
11131,2012-04-13,Summer,2012,Apr,23,0,Friday,Clear,0.42,0.4242,62.0,0.0896,35,163,198,weekdays,Normal
11132,2012-04-14,Summer,2012,Apr,0,0,Saturday,Clear,0.4,0.4091,57.99999999999999,0.1343,11,85,96,weekend,Normal
11133,2012-04-14,Summer,2012,Apr,1,0,Saturday,Clear,0.4,0.4091,57.99999999999999,0.1343,10,60,70,weekend,Normal
11134,2012-04-14,Summer,2012,Apr,2,0,Saturday,Clear,0.38,0.3939,66.0,0.1343,3,53,56,weekend,Lembab
11135,2012-04-14,Summer,2012,Apr,3,0,Saturday,Clear,0.36,0.3636,66.0,0.0896,6,26,32,weekend,Lembab
11136,2012-04-14,Summer,2012,Apr,4,0,Saturday,Clear,0.36,0.3636,71.0,0.1045,5,9,14,weekend,Lembab
11137,2012-04-14,Summer,2012,Apr,5,0,Saturday,Clear,0.36,0.3636,66.0,0.1045,2,5,7,weekend,Lembab
11138,2012-04-14,Summer,2012,Apr,6,0,Saturday,Clear,0.34,0.3333,76.0,0.1642,2,19,21,weekend,Lembab
11139,2012-04-14,Summer,2012,Apr,7,0,Saturday,Clear,0.36,0.3636,71.0,0.1045,8,56,64,weekend,Lembab
11140,2012-04-14,Summer,2012,Apr,8,0,Saturday,Clear,0.36,0.3485,71.0,0.1343,24,136,160,weekend,Lembab
11141,2012-04-14,Summer,2012,Apr,9,0,Saturday,Clear,0.42,0.4242,54.0,0.1343,59,206,265,weekend,Normal
11142,2012-04-14,Summer,2012,Apr,10,0,Saturday,Clear,0.46,0.4545,51.0,0.1642,139,267,406,weekend,Normal
11143,2012-04-14,Summer,2012,Apr,11,0,Saturday,Clear,0.52,0.5,45.0,0.194,207,357,564,weekend,Normal
11144,2012-04-14,Summer,2012,Apr,12,0,Saturday,Clear,0.58,0.5455,35.0,0.2537,274,404,678,weekend,Kering
11145,2012-04-14,Summer,2012,Apr,13,0,Saturday,Clear,0.62,0.6212,33.0,0.2985,308,370,678,weekend,Kering
11146,2012-04-14,Summer,2012,Apr,14,0,Saturday,Misty,0.64,0.6212,27.0,0.4478,288,372,660,weekend,Kering
11147,2012-04-14,Summer,2012,Apr,15,0,Saturday,Misty,0.64,0.6212,27.0,0.3582,311,347,658,weekend,Kering
11148,2012-04-14,Summer,2012,Apr,16,0,Saturday,Misty,0.64,0.6212,27.0,0.3582,253,329,582,weekend,Kering
11149,2012-04-14,Summer,2012,Apr,17,0,Saturday,Misty,0.62,0.6212,33.0,0.2537,251,309,560,weekend,Kering
11150,2012-04-14,Summer,2012,Apr,18,0,Saturday,Misty,0.62,0.6212,35.0,0.2239,197,284,481,weekend,Kering
11151,2012-04-14,Summer,2012,Apr,19,0,Saturday,Misty,0.6,0.6212,40.0,0.1642,163,296,459,weekend,Kering
11152,2012-04-14,Summer,2012,Apr,20,0,Saturday,Misty,0.56,0.5303,46.0,0.1343,112,209,321,weekend,Normal
11153,2012-04-14,Summer,2012,Apr,21,0,Saturday,Misty,0.56,0.5303,43.0,0.1343,53,167,220,weekend,Kering
11154,2012-04-14,Summer,2012,Apr,22,0,Saturday,Misty,0.54,0.5152,52.0,0.1642,64,148,212,weekend,Normal
11155,2012-04-14,Summer,2012,Apr,23,0,Saturday,Misty,0.54,0.5152,56.00000000000001,0.194,45,151,196,weekend,Normal
11156,2012-04-15,Summer,2012,Apr,0,0,Sunday,Misty,0.54,0.5152,56.00000000000001,0.194,30,94,124,weekend,Normal
11157,2012-04-15,Summer,2012,Apr,1,0,Sunday,Misty,0.54,0.5152,56.00000000000001,0.1642,17,89,106,weekend,Normal
11158,2012-04-15,Summer,2012,Apr,2,0,Sunday,Misty,0.54,0.5152,56.00000000000001,0.1045,20,54,74,weekend,Normal
11159,2012-04-15,Summer,2012,Apr,3,0,Sunday,Misty,0.52,0.5,59.0,0.1343,18,27,45,weekend,Normal
11160,2012-04-15,Summer,2012,Apr,4,0,Sunday,Misty,0.54,0.5152,52.0,0.0,2,10,12,weekend,Normal
11161,2012-04-15,Summer,2012,Apr,5,0,Sunday,Clear,0.5,0.4848,68.0,0.1642,4,6,10,weekend,Lembab
11162,2012-04-15,Summer,2012,Apr,6,0,Sunday,Clear,0.5,0.4848,63.0,0.1343,5,11,16,weekend,Normal
11163,2012-04-15,Summer,2012,Apr,7,0,Sunday,Clear,0.5,0.4848,63.0,0.1045,16,30,46,weekend,Normal
11164,2012-04-15,Summer,2012,Apr,8,0,Sunday,Clear,0.52,0.5,59.0,0.0,33,64,97,weekend,Normal
11165,2012-04-15,Summer,2012,Apr,9,0,Sunday,Clear,0.54,0.5152,56.00000000000001,0.2239,97,154,251,weekend,Normal
11166,2012-04-15,Summer,2012,Apr,10,0,Sunday,Clear,0.58,0.5455,53.0,0.2239,186,235,421,weekend,Normal
11167,2012-04-15,Summer,2012,Apr,11,0,Sunday,Clear,0.62,0.6212,46.0,0.2985,227,301,528,weekend,Normal
11168,2012-04-15,Summer,2012,Apr,12,0,Sunday,Clear,0.64,0.6212,44.0,0.2836,275,360,635,weekend,Kering
11169,2012-04-15,Summer,2012,Apr,13,0,Sunday,Clear,0.66,0.6212,44.0,0.2836,298,383,681,weekend,Kering
11170,2012-04-15,Summer,2012,Apr,14,0,Sunday,Clear,0.7,0.6364,39.0,0.2836,282,346,628,weekend,Kering
11171,2012-04-15,Summer,2012,Apr,15,0,Sunday,Clear,0.7,0.6364,39.0,0.3881,266,351,617,weekend,Kering
11172,2012-04-15,Summer,2012,Apr,16,0,Sunday,Clear,0.72,0.6515,39.0,0.3582,286,330,616,weekend,Kering
11173,2012-04-15,Summer,2012,Apr,17,0,Sunday,Clear,0.7,0.6364,42.0,0.3284,262,361,623,weekend,Kering
11174,2012-04-15,Summer,2012,Apr,18,0,Sunday,Clear,0.7,0.6364,42.0,0.2537,184,295,479,weekend,Kering
11175,2012-04-15,Summer,2012,Apr,19,0,Sunday,Clear,0.7,0.6364,42.0,0.2537,114,265,379,weekend,Kering
11176,2012-04-15,Summer,2012,Apr,20,0,Sunday,Clear,0.64,0.6212,50.0,0.2239,86,205,291,weekend,Normal
11177,2012-04-15,Summer,2012,Apr,21,0,Sunday,Clear,0.62,0.6212,56.99999999999999,0.2537,76,153,229,weekend,Normal
11178,2012-04-15,Summer,2012,Apr,22,0,Sunday,Clear,0.68,0.6364,44.0,0.3582,37,97,134,weekend,Kering
11179,2012-04-15,Summer,2012,Apr,23,0,Sunday,Clear,0.66,0.6212,50.0,0.3881,25,65,90,weekend,Normal
11180,2012-04-16,Summer,2012,Apr,0,1,Monday,Clear,0.64,0.6212,53.0,0.3284,15,26,41,weekdays,Normal
11181,2012-04-16,Summer,2012,Apr,1,1,Monday,Clear,0.62,0.6061,61.0,0.3582,7,21,28,weekdays,Normal
11182,2012-04-16,Summer,2012,Apr,2,1,Monday,Clear,0.6,0.6061,64.0,0.2537,5,9,14,weekdays,Normal
11183,2012-04-16,Summer,2012,Apr,3,1,Monday,Clear,0.58,0.5455,68.0,0.194,3,5,8,weekdays,Lembab
11184,2012-04-16,Summer,2012,Apr,4,1,Monday,Clear,0.54,0.5152,77.0,0.2239,0,6,6,weekdays,Lembab
11185,2012-04-16,Summer,2012,Apr,5,1,Monday,Clear,0.54,0.5152,77.0,0.2239,4,34,38,weekdays,Lembab
11186,2012-04-16,Summer,2012,Apr,6,1,Monday,Clear,0.52,0.5,83.0,0.1642,10,123,133,weekdays,Lembab
11187,2012-04-16,Summer,2012,Apr,7,1,Monday,Clear,0.52,0.5,83.0,0.1343,20,367,387,weekdays,Lembab
11188,2012-04-16,Summer,2012,Apr,8,1,Monday,Misty,0.56,0.5303,83.0,0.1642,48,549,597,weekdays,Lembab
11189,2012-04-16,Summer,2012,Apr,9,1,Monday,Clear,0.62,0.6061,69.0,0.2239,59,238,297,weekdays,Lembab
11190,2012-04-16,Summer,2012,Apr,10,1,Monday,Clear,0.62,0.6061,69.0,0.2537,75,149,224,weekdays,Lembab
11191,2012-04-16,Summer,2012,Apr,11,1,Monday,Clear,0.64,0.6061,65.0,0.2537,115,136,251,weekdays,Lembab
11192,2012-04-16,Summer,2012,Apr,12,1,Monday,Clear,0.68,0.6364,56.99999999999999,0.2537,75,196,271,weekdays,Normal
11193,2012-04-16,Summer,2012,Apr,13,1,Monday,Clear,0.74,0.6667,45.0,0.2985,79,184,263,weekdays,Normal
11194,2012-04-16,Summer,2012,Apr,14,1,Monday,Clear,0.76,0.6818,45.0,0.3284,105,183,288,weekdays,Normal
11195,2012-04-16,Summer,2012,Apr,15,1,Monday,Clear,0.8,0.697,33.0,0.4478,81,194,275,weekdays,Kering
11196,2012-04-16,Summer,2012,Apr,16,1,Monday,Clear,0.8,0.697,33.0,0.4627,92,266,358,weekdays,Kering
11197,2012-04-16,Summer,2012,Apr,17,1,Monday,Clear,0.8,0.697,33.0,0.3881,111,601,712,weekdays,Kering
11198,2012-04-16,Summer,2012,Apr,18,1,Monday,Clear,0.8,0.697,31.0,0.3881,87,589,676,weekdays,Kering
11199,2012-04-16,Summer,2012,Apr,19,1,Monday,Clear,0.76,0.6667,35.0,0.3881,61,461,522,weekdays,Kering
11200,2012-04-16,Summer,2012,Apr,20,1,Monday,Clear,0.74,0.6515,37.0,0.2985,48,327,375,weekdays,Kering
11201,2012-04-16,Summer,2012,Apr,21,1,Monday,Clear,0.68,0.6364,51.0,0.2537,39,232,271,weekdays,Normal
11202,2012-04-16,Summer,2012,Apr,22,1,Monday,Clear,0.68,0.6364,51.0,0.2537,35,179,214,weekdays,Normal
11203,2012-04-16,Summer,2012,Apr,23,1,Monday,Clear,0.7,0.6364,45.0,0.2985,24,97,121,weekdays,Normal
11204,2012-04-17,Summer,2012,Apr,0,0,Tuesday,Clear,0.66,0.6212,54.0,0.194,10,33,43,weekdays,Normal
11205,2012-04-17,Summer,2012,Apr,1,0,Tuesday,Clear,0.64,0.6212,56.99999999999999,0.1642,6,5,11,weekdays,Normal
11206,2012-04-17,Summer,2012,Apr,2,0,Tuesday,Clear,0.56,0.5303,83.0,0.1045,1,3,4,weekdays,Lembab
11207,2012-04-17,Summer,2012,Apr,3,0,Tuesday,Clear,0.56,0.5303,83.0,0.0896,0,6,6,weekdays,Lembab
11208,2012-04-17,Summer,2012,Apr,4,0,Tuesday,Clear,0.66,0.6212,44.0,0.2239,3,6,9,weekdays,Kering
11209,2012-04-17,Summer,2012,Apr,5,0,Tuesday,Clear,0.6,0.6212,53.0,0.2537,1,29,30,weekdays,Normal
11210,2012-04-17,Summer,2012,Apr,6,0,Tuesday,Clear,0.6,0.6212,46.0,0.2537,8,136,144,weekdays,Normal
11211,2012-04-17,Summer,2012,Apr,7,0,Tuesday,Clear,0.6,0.6212,43.0,0.2537,18,443,461,weekdays,Kering
11212,2012-04-17,Summer,2012,Apr,8,0,Tuesday,Clear,0.6,0.6212,43.0,0.2239,42,631,673,weekdays,Kering
11213,2012-04-17,Summer,2012,Apr,9,0,Tuesday,Clear,0.6,0.6212,38.0,0.4925,71,329,400,weekdays,Kering
11214,2012-04-17,Summer,2012,Apr,10,0,Tuesday,Clear,0.6,0.6212,38.0,0.4179,52,165,217,weekdays,Kering
11215,2012-04-17,Summer,2012,Apr,11,0,Tuesday,Clear,0.6,0.6212,33.0,0.4179,65,174,239,weekdays,Kering
11216,2012-04-17,Summer,2012,Apr,12,0,Tuesday,Clear,0.6,0.6212,33.0,0.3582,65,179,244,weekdays,Kering
11217,2012-04-17,Summer,2012,Apr,13,0,Tuesday,Clear,0.62,0.6212,28.999999999999996,0.2537,52,187,239,weekdays,Kering
11218,2012-04-17,Summer,2012,Apr,14,0,Tuesday,Clear,0.64,0.6212,27.0,0.2836,59,198,257,weekdays,Kering
11219,2012-04-17,Summer,2012,Apr,15,0,Tuesday,Clear,0.66,0.6212,24.0,0.3284,91,217,308,weekdays,Kering
11220,2012-04-17,Summer,2012,Apr,16,0,Tuesday,Clear,0.68,0.6212,22.0,0.3582,50,320,370,weekdays,Kering
11221,2012-04-17,Summer,2012,Apr,17,0,Tuesday,Clear,0.64,0.6061,25.0,0.2985,108,673,781,weekdays,Kering
11222,2012-04-17,Summer,2012,Apr,18,0,Tuesday,Clear,0.64,0.6061,25.0,0.2836,105,670,775,weekdays,Kering
11223,2012-04-17,Summer,2012,Apr,19,0,Tuesday,Clear,0.6,0.6061,26.0,0.2537,73,464,537,weekdays,Kering
11224,2012-04-17,Summer,2012,Apr,20,0,Tuesday,Clear,0.6,0.6061,23.0,0.2836,44,358,402,weekdays,Kering
11225,2012-04-17,Summer,2012,Apr,21,0,Tuesday,Clear,0.56,0.5303,26.0,0.2985,37,260,297,weekdays,Kering
11226,2012-04-17,Summer,2012,Apr,22,0,Tuesday,Clear,0.54,0.5152,30.0,0.2537,18,144,162,weekdays,Kering
11227,2012-04-17,Summer,2012,Apr,23,0,Tuesday,Clear,0.54,0.5152,32.0,0.2239,10,72,82,weekdays,Kering
11228,2012-04-18,Summer,2012,Apr,0,0,Wednesday,Clear,0.54,0.5152,32.0,0.1642,3,35,38,weekdays,Kering
11229,2012-04-18,Summer,2012,Apr,1,0,Wednesday,Clear,0.52,0.5,34.0,0.194,1,13,14,weekdays,Kering
11230,2012-04-18,Summer,2012,Apr,2,0,Wednesday,Misty,0.5,0.4848,42.0,0.194,1,8,9,weekdays,Kering
11231,2012-04-18,Summer,2012,Apr,3,0,Wednesday,Misty,0.5,0.4848,42.0,0.2239,0,6,6,weekdays,Kering
11232,2012-04-18,Summer,2012,Apr,4,0,Wednesday,Misty,0.5,0.4848,42.0,0.2836,0,7,7,weekdays,Kering
11233,2012-04-18,Summer,2012,Apr,5,0,Wednesday,Misty,0.5,0.4848,39.0,0.2836,0,34,34,weekdays,Kering
11234,2012-04-18,Summer,2012,Apr,6,0,Wednesday,Misty,0.5,0.4848,39.0,0.2836,6,128,134,weekdays,Kering
11235,2012-04-18,Summer,2012,Apr,7,0,Wednesday,Misty,0.5,0.4848,39.0,0.194,10,408,418,weekdays,Kering
11236,2012-04-18,Summer,2012,Apr,8,0,Wednesday,Light_rainsnow,0.5,0.4848,39.0,0.194,25,551,576,weekdays,Kering
11237,2012-04-18,Summer,2012,Apr,9,0,Wednesday,Light_rainsnow,0.48,0.4697,44.0,0.2985,20,245,265,weekdays,Kering
11238,2012-04-18,Summer,2012,Apr,10,0,Wednesday,Light_rainsnow,0.48,0.4697,47.0,0.2239,31,116,147,weekdays,Normal
11239,2012-04-18,Summer,2012,Apr,11,0,Wednesday,Light_rainsnow,0.46,0.4545,47.0,0.2537,14,105,119,weekdays,Normal
11240,2012-04-18,Summer,2012,Apr,12,0,Wednesday,Light_rainsnow,0.46,0.4545,51.0,0.1045,15,95,110,weekdays,Normal
11241,2012-04-18,Summer,2012,Apr,13,0,Wednesday,Light_rainsnow,0.46,0.4545,59.0,0.0,13,51,64,weekdays,Normal
11242,2012-04-18,Summer,2012,Apr,14,0,Wednesday,Light_rainsnow,0.44,0.4394,72.0,0.1045,8,43,51,weekdays,Lembab
